sales_id,product,date,sales
4486,Artisan Bread Loaf,2023,101
4487,Peach Yogurt,2022,2
4488,Electric Knife,2008,95
4489,Wrap Front Midi Skirt,2012,63
4490,Tropical Fruit Bowl,2024,39
4491,Eco-Friendly Yoga Blocks,2020,36
4492,Dog Training Whistle,2006,73
4493,Dark Chocolate Tart,2022,27
4494,Vanilla Bean Greek Yogurt,2017,66
4495,Eco-Friendly Yoga Blocks,2024,33
4496,Cotton Sweatpants,2002,78
4497,Indian Curry Sauce,2002,48
4498,Computer Monitor Stand,2008,21
4499,Low-Fat Cottage Cheese,2010,60
4500,Wrap Front Midi Skirt,2015,73
4501,Gaming Headset,2018,93
4502,Artisan Bread Loaf,2013,66
4503,LED Christmas Tree Lights,2024,11
4504,Cotton Sweatpants,2021,11
4505,Sporty Cap,2016,18
4506,Peach Yogurt,2011,15
4507,Cotton Sweatpants,2016,14
4508,Wrap Front Midi Skirt,2012,19
4509,Oven-Baked Sweet Potato Fries,2005,60
4510,Plaid Flannel Shirt,2009,14
4511,Indian Curry Sauce,2014,87
4512,Peach Yogurt,2016,22
4513,Cotton Sweatpants,2016,1
4514,Plaid Flannel Shirt,2011,40
4515,Vanilla Bean Greek Yogurt,2012,45
4516,Kids' Art Supplies Kit,2012,25
4517,Computer Monitor Stand,2019,87
4518,Oven-Baked Sweet Potato Fries,2004,68
4519,Cotton Sweatpants,2021,64
4520,Gaming Headset,2011,85
4521,Cotton Sweatpants,2002,22
4522,Low-Fat Cottage Cheese,2019,11
4523,Animal Paw Print Soap Dispenser,2022,57
4524,Oven-Baked Sweet Potato Fries,2013,16
4525,Wrap Front Midi Skirt,2021,73
4526,Dark Chocolate Tart,2013,37
4527,Gaming Headset,2006,39
4528,Kids' Art Supplies Kit,2014,89
4529,Cotton Sweatpants,2003,97
4530,Dark Chocolate Tart,2002,55
4531,Dark Chocolate Tart,2024,88
4532,Gaming Headset,2019,22
4533,Vanilla Bean Greek Yogurt,2010,68
4534,Self-Stirring Mug,2004,19
4535,Smoky BBQ Jackfruit,2021,99
4536,Self-Stirring Mug,2006,68
4537,Peanut Butter Protein Balls,2017,23
4538,Cable Knit Cardigan,2022,32
4539,Electric Toothbrush,2021,72
4540,Self-Stirring Mug,2015,50
4541,Cable Knit Cardigan,2024,84
4542,LED Christmas Tree Lights,2019,80
4543,Kids' Art Supplies Kit,2020,60
4544,Kids' Art Supplies Kit,2013,5
4545,LED Christmas Tree Lights,2013,74
4546,Sporty Cap,2001,70
4547,Dark Chocolate Tart,2024,95
4548,Electric Toothbrush,2004,66
4549,Wrap Front Midi Skirt,2018,61
4550,Electric Knife,2017,85
4551,Gaming Headset,2018,40
4552,Smoky BBQ Jackfruit,2008,19
4553,Eco-Friendly Yoga Blocks,2023,98
4554,Indian Curry Sauce,2023,51
4555,Oven-Baked Sweet Potato Fries,2014,59
4556,Low-Fat Cottage Cheese,2012,18
4557,Dog Training Whistle,2015,57
4558,Electric Toothbrush,2021,24
4559,Eco-Friendly Yoga Blocks,2022,19
4560,Plaid Flannel Shirt,2021,13
4561,LED Christmas Tree Lights,2003,88
4562,Cable Knit Cardigan,2001,2
4563,Dark Chocolate Tart,2020,94
4564,Cotton Sweatpants,2019,56
4565,Sporty Cap,2022,83
4566,Eco-Friendly Yoga Blocks,2009,8
4567,Dog Training Whistle,2011,36
4568,Indian Curry Sauce,2016,22
4569,Electric Toothbrush,2004,52
4570,Cotton Sweatpants,2010,61
4571,Vanilla Bean Greek Yogurt,2017,10
4572,Artisan Bread Loaf,2007,46
4573,Computer Monitor Stand,2006,92
4574,Tropical Fruit Bowl,2002,21
4575,Vanilla Bean Greek Yogurt,2002,10
4576,Gaming Headset,2022,92
4577,Cable Knit Cardigan,2014,20
4578,Oven-Baked Sweet Potato Fries,2013,53
4579,Electric Knife,2005,73
4580,Animal Paw Print Soap Dispenser,2023,94
4581,Eco-Friendly Yoga Blocks,2003,92
4582,Dog Training Whistle,2021,60
4583,Smoky BBQ Jackfruit,2012,98
4584,Wrap Front Midi Skirt,2008,3
4585,Tropical Fruit Bowl,2005,49
4586,Low-Fat Cottage Cheese,2015,71
4587,Vanilla Bean Greek Yogurt,2020,20
4588,Computer Monitor Stand,2021,4
4589,Peanut Butter Protein Balls,2018,49
4590,Oven-Baked Sweet Potato Fries,2020,90
4591,Self-Stirring Mug,2017,17
4592,Self-Stirring Mug,2001,83
4593,Indian Curry Sauce,2022,28
4594,Artisan Bread Loaf,2013,54
4595,Computer Monitor Stand,2017,80
4596,Low-Fat Cottage Cheese,2007,43
4597,Kids' Art Supplies Kit,2005,93
4598,Low-Fat Cottage Cheese,2008,96
4599,Oven-Baked Sweet Potato Fries,2024,99
4600,Oven-Baked Sweet Potato Fries,2010,97
4601,Electric Knife,2008,92
4602,Vanilla Bean Greek Yogurt,2005,14
4603,Artisan Bread Loaf,2003,62
4604,Sporty Cap,2001,100
4605,Low-Fat Cottage Cheese,2011,45
4606,Smoky BBQ Jackfruit,2016,29
4607,Gaming Headset,2003,56
4608,Computer Monitor Stand,2017,3
4609,Self-Stirring Mug,2015,80
4610,Electric Toothbrush,2002,42
4611,Low-Fat Cottage Cheese,2019,1
4612,Self-Stirring Mug,2023,51
4613,Tropical Fruit Bowl,2013,36
4614,Eco-Friendly Yoga Blocks,2006,44
4615,Gaming Headset,2005,71
4616,Peanut Butter Protein Balls,2006,7
4617,Self-Stirring Mug,2001,23
4618,Indian Curry Sauce,2011,5
4619,Electric Toothbrush,2004,98
4620,Cable Knit Cardigan,2002,67
4621,Electric Knife,2010,74
4622,Computer Monitor Stand,2007,101
4623,Artisan Bread Loaf,2004,48
4624,Electric Knife,2023,67
4625,Gaming Headset,2011,26
4626,Oven-Baked Sweet Potato Fries,2019,11
4627,LED Christmas Tree Lights,2005,91
4628,Computer Monitor Stand,2022,26
4629,Plaid Flannel Shirt,2024,77
4630,Indian Curry Sauce,2012,82
4631,Cable Knit Cardigan,2022,72
4632,Cable Knit Cardigan,2009,14
4633,Cotton Sweatpants,2013,85
4634,Dog Training Whistle,2005,2
4635,Kids' Art Supplies Kit,2022,37
4636,Sporty Cap,2011,21
4637,Animal Paw Print Soap Dispenser,2012,3
4638,Sporty Cap,2020,21
4639,Vanilla Bean Greek Yogurt,2023,82
4640,Dog Training Whistle,2002,98
4641,Computer Monitor Stand,2009,63
4642,LED Christmas Tree Lights,2020,99
4643,Oven-Baked Sweet Potato Fries,2005,94
4644,Animal Paw Print Soap Dispenser,2022,79
4645,Eco-Friendly Yoga Blocks,2023,21
4646,Dog Training Whistle,2010,66
4647,Smoky BBQ Jackfruit,2009,47
4648,Self-Stirring Mug,2022,83
4649,Electric Toothbrush,2022,95
4650,Cable Knit Cardigan,2012,23
4651,Cable Knit Cardigan,2001,32
4652,Gaming Headset,2015,18
4653,Peach Yogurt,2004,100
4654,Dog Training Whistle,2012,24
4655,Computer Monitor Stand,2009,97
4656,Oven-Baked Sweet Potato Fries,2017,41
4657,Computer Monitor Stand,2006,28
4658,Dark Chocolate Tart,2011,47
4659,Animal Paw Print Soap Dispenser,2019,15
4660,Gaming Headset,2013,19
4661,Vanilla Bean Greek Yogurt,2004,37
4662,Wrap Front Midi Skirt,2016,43
4663,Kids' Art Supplies Kit,2015,54
4664,Cable Knit Cardigan,2016,16
4665,Dark Chocolate Tart,2018,81
4666,Indian Curry Sauce,2008,66
4667,Self-Stirring Mug,2016,34
4668,Vanilla Bean Greek Yogurt,2023,86
4669,Peanut Butter Protein Balls,2003,27
4670,Dog Training Whistle,2005,43
4671,Cotton Sweatpants,2011,58
4672,Electric Knife,2022,66
4673,Peanut Butter Protein Balls,2018,95
4674,Electric Toothbrush,2013,87
4675,Electric Toothbrush,2023,77
4676,Tropical Fruit Bowl,2023,22
4677,Kids' Art Supplies Kit,2005,53
4678,Plaid Flannel Shirt,2005,1
4679,LED Christmas Tree Lights,2024,94
4680,Computer Monitor Stand,2009,2
4681,Vanilla Bean Greek Yogurt,2023,30
4682,Low-Fat Cottage Cheese,2018,76
4683,Artisan Bread Loaf,2024,69
4684,Cable Knit Cardigan,2002,48
4685,Dark Chocolate Tart,2019,61
4686,Self-Stirring Mug,2014,46
4687,Artisan Bread Loaf,2018,54
4688,Oven-Baked Sweet Potato Fries,2003,82
4689,Low-Fat Cottage Cheese,2019,90
4690,LED Christmas Tree Lights,2017,12
4691,Eco-Friendly Yoga Blocks,2003,25
4692,Cable Knit Cardigan,2018,34
4693,Sporty Cap,2005,19
4694,Plaid Flannel Shirt,2006,19
4695,Dog Training Whistle,2012,96
4696,Peach Yogurt,2002,19
4697,Vanilla Bean Greek Yogurt,2019,5
4698,Gaming Headset,2020,30
4699,Eco-Friendly Yoga Blocks,2011,84
4700,Gaming Headset,2021,23
4701,Electric Toothbrush,2012,3
4702,Dog Training Whistle,2009,5
4703,LED Christmas Tree Lights,2010,83
4704,Kids' Art Supplies Kit,2014,30
4705,LED Christmas Tree Lights,2012,9
4706,Tropical Fruit Bowl,2018,72
4707,Oven-Baked Sweet Potato Fries,2002,30
4708,Gaming Headset,2017,68
4709,Tropical Fruit Bowl,2013,54
4710,Self-Stirring Mug,2024,51
4711,Dark Chocolate Tart,2012,11
4712,Artisan Bread Loaf,2007,22
4713,Smoky BBQ Jackfruit,2021,67
4714,Kids' Art Supplies Kit,2018,58
4715,Plaid Flannel Shirt,2005,13
4716,Peanut Butter Protein Balls,2006,21
4717,Vanilla Bean Greek Yogurt,2019,89
4718,LED Christmas Tree Lights,2013,13
4719,Computer Monitor Stand,2006,65
4720,LED Christmas Tree Lights,2022,92
4721,Vanilla Bean Greek Yogurt,2009,67
4722,Electric Toothbrush,2008,49
4723,Dark Chocolate Tart,2017,27
4724,Wrap Front Midi Skirt,2008,26
4725,Dog Training Whistle,2021,58
4726,Vanilla Bean Greek Yogurt,2015,5
4727,Peanut Butter Protein Balls,2019,60
4728,Plaid Flannel Shirt,2011,92
4729,Kids' Art Supplies Kit,2013,64
4730,Kids' Art Supplies Kit,2003,80
4731,Dark Chocolate Tart,2011,9
4732,Sporty Cap,2013,13
4733,Indian Curry Sauce,2002,99
4734,Dark Chocolate Tart,2004,34
4735,Self-Stirring Mug,2017,44
4736,Self-Stirring Mug,2002,80
4737,Low-Fat Cottage Cheese,2004,40
4738,LED Christmas Tree Lights,2002,62
4739,Animal Paw Print Soap Dispenser,2021,57
4740,Vanilla Bean Greek Yogurt,2010,9
4741,Peach Yogurt,2017,16
4742,Eco-Friendly Yoga Blocks,2003,60
4743,Electric Toothbrush,2025,94
4744,Animal Paw Print Soap Dispenser,2010,72
4745,Animal Paw Print Soap Dispenser,2014,34
4746,LED Christmas Tree Lights,2006,96
4747,Smoky BBQ Jackfruit,2012,100
4748,Vanilla Bean Greek Yogurt,2011,93
4749,Tropical Fruit Bowl,2013,80
4750,Peanut Butter Protein Balls,2006,3
4751,Cable Knit Cardigan,2015,11
4752,Peach Yogurt,2013,41
4753,Animal Paw Print Soap Dispenser,2024,37
4754,Self-Stirring Mug,2003,47
4755,Electric Toothbrush,2023,47
4756,Artisan Bread Loaf,2010,67
4757,Smoky BBQ Jackfruit,2014,52
4758,Tropical Fruit Bowl,2024,79
4759,Computer Monitor Stand,2008,3
4760,Artisan Bread Loaf,2012,55
4761,Dark Chocolate Tart,2017,66
4762,Peanut Butter Protein Balls,2017,68
4763,Plaid Flannel Shirt,2019,11
4764,Computer Monitor Stand,2023,21
4765,Vanilla Bean Greek Yogurt,2014,43
4766,Peach Yogurt,2018,57
4767,Gaming Headset,2022,17
4768,LED Christmas Tree Lights,2001,34
4769,Electric Knife,2002,65
4770,Electric Toothbrush,2018,69
4771,Eco-Friendly Yoga Blocks,2024,84
4772,Cable Knit Cardigan,2020,24
4773,Electric Toothbrush,2022,88
4774,Gaming Headset,2024,55
4775,Artisan Bread Loaf,2025,40
4776,Vanilla Bean Greek Yogurt,2011,68
4777,Cotton Sweatpants,2015,82
4778,Cable Knit Cardigan,2014,71
4779,Kids' Art Supplies Kit,2006,3
4780,Computer Monitor Stand,2008,54
4781,Artisan Bread Loaf,2009,90
4782,Cable Knit Cardigan,2024,19
4783,Gaming Headset,2004,13
4784,Peach Yogurt,2023,37
4785,Oven-Baked Sweet Potato Fries,2018,36
4786,Sporty Cap,2015,8
4787,Electric Knife,2004,38
4788,Eco-Friendly Yoga Blocks,2013,47
4789,Vanilla Bean Greek Yogurt,2007,52
4790,LED Christmas Tree Lights,2003,55
4791,Indian Curry Sauce,2005,93
4792,Artisan Bread Loaf,2014,6
4793,Dog Training Whistle,2005,72
4794,Low-Fat Cottage Cheese,2011,37
4795,Artisan Bread Loaf,2023,88
4796,Animal Paw Print Soap Dispenser,2012,52
4797,Vanilla Bean Greek Yogurt,2015,19
4798,Plaid Flannel Shirt,2004,7
4799,Self-Stirring Mug,2024,75
4800,Electric Toothbrush,2017,15
4801,LED Christmas Tree Lights,2022,52
4802,Gaming Headset,2007,84
4803,Cotton Sweatpants,2019,74
4804,Cotton Sweatpants,2017,94
4805,Dog Training Whistle,2009,84
4806,Indian Curry Sauce,2023,3
4807,Smoky BBQ Jackfruit,2025,69
4808,Electric Knife,2009,56
4809,Artisan Bread Loaf,2015,50
4810,Artisan Bread Loaf,2020,54
4811,Cable Knit Cardigan,2021,55
4812,Low-Fat Cottage Cheese,2012,92
4813,Gaming Headset,2002,43
4814,Oven-Baked Sweet Potato Fries,2025,7
4815,Electric Knife,2011,60
4816,Cotton Sweatpants,2021,22
4817,Peanut Butter Protein Balls,2005,35
4818,Dark Chocolate Tart,2023,46
4819,Electric Knife,2023,12
4820,Sporty Cap,2004,97
4821,LED Christmas Tree Lights,2008,92
4822,Electric Knife,2016,53
4823,Dark Chocolate Tart,2011,36
4824,Oven-Baked Sweet Potato Fries,2002,76
4825,Artisan Bread Loaf,2023,69
4826,Self-Stirring Mug,2003,76
4827,Animal Paw Print Soap Dispenser,2004,71
4828,LED Christmas Tree Lights,2021,30
4829,Animal Paw Print Soap Dispenser,2023,100
4830,Kids' Art Supplies Kit,2002,55
4831,Computer Monitor Stand,2005,38
4832,Electric Toothbrush,2005,64
4833,Wrap Front Midi Skirt,2005,44
4834,LED Christmas Tree Lights,2018,99
4835,Eco-Friendly Yoga Blocks,2014,75
4836,LED Christmas Tree Lights,2004,34
4837,Tropical Fruit Bowl,2022,15
4838,Cotton Sweatpants,2014,3
4839,Computer Monitor Stand,2018,66
4840,Vanilla Bean Greek Yogurt,2010,69
4841,Peach Yogurt,2020,48
4842,Artisan Bread Loaf,2012,73
4843,Wrap Front Midi Skirt,2008,100
4844,Low-Fat Cottage Cheese,2017,90
4845,Computer Monitor Stand,2019,74
4846,Indian Curry Sauce,2012,99
4847,Self-Stirring Mug,2013,64
4848,Indian Curry Sauce,2025,93
4849,Low-Fat Cottage Cheese,2008,26
4850,Artisan Bread Loaf,2003,8
4851,Self-Stirring Mug,2023,93
4852,Gaming Headset,2009,34
4853,Electric Toothbrush,2002,27
4854,Electric Toothbrush,2017,2
4855,Kids' Art Supplies Kit,2012,42
4856,Wrap Front Midi Skirt,2021,2
4857,Dog Training Whistle,2009,69
4858,Smoky BBQ Jackfruit,2024,99
4859,Kids' Art Supplies Kit,2025,86
4860,Oven-Baked Sweet Potato Fries,2008,99
4861,Cotton Sweatpants,2016,100
4862,Peanut Butter Protein Balls,2021,64
4863,Oven-Baked Sweet Potato Fries,2011,30
4864,Animal Paw Print Soap Dispenser,2024,70
4865,Sporty Cap,2005,63
4866,Low-Fat Cottage Cheese,2021,30
4867,Tropical Fruit Bowl,2019,86
4868,Cotton Sweatpants,2015,60
4869,Indian Curry Sauce,2025,50
4870,Electric Toothbrush,2011,96
4871,Plaid Flannel Shirt,2009,62
4872,Wrap Front Midi Skirt,2020,24
4873,Smoky BBQ Jackfruit,2003,73
4874,Smoky BBQ Jackfruit,2011,2
4875,Vanilla Bean Greek Yogurt,2021,67
4876,Tropical Fruit Bowl,2011,40
4877,Oven-Baked Sweet Potato Fries,2017,93
4878,Peach Yogurt,2013,87
4879,Dog Training Whistle,2009,39
4880,Kids' Art Supplies Kit,2004,48
4881,Peach Yogurt,2006,44
4882,Cable Knit Cardigan,2007,23
4883,Self-Stirring Mug,2019,6
4884,Tropical Fruit Bowl,2017,39
4885,Sporty Cap,2001,9
4886,Eco-Friendly Yoga Blocks,2005,65
4887,Artisan Bread Loaf,2010,10
4888,Cotton Sweatpants,2023,30
4889,Computer Monitor Stand,2015,36
4890,LED Christmas Tree Lights,2022,47
4891,Plaid Flannel Shirt,2015,43
4892,Tropical Fruit Bowl,2008,60
4893,Wrap Front Midi Skirt,2024,49
4894,Peach Yogurt,2020,73
4895,Animal Paw Print Soap Dispenser,2020,78
4896,Tropical Fruit Bowl,2024,32
4897,Cable Knit Cardigan,2002,40
4898,Animal Paw Print Soap Dispenser,2018,84
4899,Low-Fat Cottage Cheese,2016,58
4900,Wrap Front Midi Skirt,2020,67
4901,Vanilla Bean Greek Yogurt,2019,98
4902,Computer Monitor Stand,2021,3
4903,Cable Knit Cardigan,2001,26
4904,Cable Knit Cardigan,2022,28
4905,Artisan Bread Loaf,2009,42
4906,Cotton Sweatpants,2021,82
4907,Indian Curry Sauce,2010,77
4908,Smoky BBQ Jackfruit,2007,89
4909,Peach Yogurt,2013,77
4910,Plaid Flannel Shirt,2019,10
4911,Plaid Flannel Shirt,2006,4
4912,Animal Paw Print Soap Dispenser,2008,55
4913,Peanut Butter Protein Balls,2019,7
4914,Self-Stirring Mug,2015,70
4915,Cable Knit Cardigan,2022,79
4916,Sporty Cap,2009,53
4917,Computer Monitor Stand,2002,83
4918,Electric Toothbrush,2007,88
4919,Low-Fat Cottage Cheese,2016,35
4920,Electric Knife,2010,43
4921,Cotton Sweatpants,2023,31
4922,Low-Fat Cottage Cheese,2015,19
4923,Oven-Baked Sweet Potato Fries,2015,52
4924,Self-Stirring Mug,2003,21
4925,Oven-Baked Sweet Potato Fries,2022,98
4926,Kids' Art Supplies Kit,2019,3
4927,Peach Yogurt,2004,26
4928,Dark Chocolate Tart,2024,35
4929,Dark Chocolate Tart,2008,75
4930,Gaming Headset,2012,41
4931,Kids' Art Supplies Kit,2017,5
4932,Dog Training Whistle,2004,47
4933,Electric Knife,2012,18
4934,Tropical Fruit Bowl,2022,91
4935,Dog Training Whistle,2019,88
4936,Self-Stirring Mug,2019,25
4937,Peach Yogurt,2014,55
4938,Dog Training Whistle,2019,56
4939,Smoky BBQ Jackfruit,2014,61
4940,Vanilla Bean Greek Yogurt,2023,101
4941,Wrap Front Midi Skirt,2021,82
4942,Dark Chocolate Tart,2021,76
4943,Cable Knit Cardigan,2020,12
4944,Artisan Bread Loaf,2021,46
4945,Indian Curry Sauce,2019,87
4946,Electric Toothbrush,2023,82
4947,Sporty Cap,2010,78
4948,Dog Training Whistle,2021,2
4949,Peach Yogurt,2002,5
4950,Kids' Art Supplies Kit,2004,77
4951,Electric Knife,2002,47
4952,Tropical Fruit Bowl,2021,8
4953,Low-Fat Cottage Cheese,2006,92
4954,Peanut Butter Protein Balls,2025,19
4955,Peanut Butter Protein Balls,2019,56
4956,Gaming Headset,2021,76
4957,Peach Yogurt,2014,45
4958,Low-Fat Cottage Cheese,2016,86
4959,Oven-Baked Sweet Potato Fries,2004,76
4960,Low-Fat Cottage Cheese,2015,66
4961,Electric Toothbrush,2010,11
4962,Tropical Fruit Bowl,2010,61
4963,Electric Toothbrush,2001,56
4964,Low-Fat Cottage Cheese,2006,22
4965,Low-Fat Cottage Cheese,2005,52
4966,Cable Knit Cardigan,2020,53
4967,Wrap Front Midi Skirt,2014,91
4968,Cable Knit Cardigan,2023,55
4969,Oven-Baked Sweet Potato Fries,2021,84
4970,Tropical Fruit Bowl,2013,38
4971,Smoky BBQ Jackfruit,2009,19
4972,Self-Stirring Mug,2006,52
4973,Self-Stirring Mug,2021,85
4974,Wrap Front Midi Skirt,2008,7
4975,Wrap Front Midi Skirt,2005,5
4976,Oven-Baked Sweet Potato Fries,2025,42
4977,Electric Toothbrush,2022,2
4978,Animal Paw Print Soap Dispenser,2007,59
4979,Peach Yogurt,2010,61
4980,Plaid Flannel Shirt,2009,43
4981,Eco-Friendly Yoga Blocks,2012,91
4982,Peach Yogurt,2016,96
4983,Eco-Friendly Yoga Blocks,2023,67
4984,Kids' Art Supplies Kit,2014,60
4985,Sporty Cap,2018,28
4986,Tropical Fruit Bowl,2002,42
4987,Electric Toothbrush,2015,2
4988,Wrap Front Midi Skirt,2018,13
4989,LED Christmas Tree Lights,2005,86
4990,Tropical Fruit Bowl,2017,25
4991,Kids' Art Supplies Kit,2017,55
4992,Oven-Baked Sweet Potato Fries,2007,38
4993,Computer Monitor Stand,2011,44
4994,Plaid Flannel Shirt,2003,25
4995,Electric Knife,2012,22
4996,Plaid Flannel Shirt,2017,4
4997,Tropical Fruit Bowl,2016,84
4998,Cable Knit Cardigan,2014,29
4999,Smoky BBQ Jackfruit,2009,59
5000,Peach Yogurt,2018,44
5001,Artisan Bread Loaf,2005,83
5002,Eco-Friendly Yoga Blocks,2016,101
5003,Peanut Butter Protein Balls,2002,88
5004,Kids' Art Supplies Kit,2017,48
5005,Plaid Flannel Shirt,2010,49
5006,Vanilla Bean Greek Yogurt,2021,6
5007,Self-Stirring Mug,2007,93
5008,Electric Toothbrush,2004,94
5009,Electric Knife,2016,34
5010,Peanut Butter Protein Balls,2024,22
5011,Oven-Baked Sweet Potato Fries,2024,65
5012,Gaming Headset,2024,42
5013,Oven-Baked Sweet Potato Fries,2016,88
5014,Computer Monitor Stand,2003,92
5015,Indian Curry Sauce,2014,98
5016,Wrap Front Midi Skirt,2012,98
5017,Dog Training Whistle,2007,44
5018,Computer Monitor Stand,2019,71
5019,Computer Monitor Stand,2012,20
5020,Indian Curry Sauce,2015,42
5021,Oven-Baked Sweet Potato Fries,2008,97
5022,Artisan Bread Loaf,2016,72
5023,Oven-Baked Sweet Potato Fries,2002,7
5024,Eco-Friendly Yoga Blocks,2012,58
5025,Dog Training Whistle,2015,52
5026,Cable Knit Cardigan,2008,87
5027,Cotton Sweatpants,2008,91
5028,Sporty Cap,2006,84
5029,Animal Paw Print Soap Dispenser,2014,21
5030,Vanilla Bean Greek Yogurt,2016,40
5031,Cable Knit Cardigan,2002,97
5032,Artisan Bread Loaf,2008,21
5033,Cotton Sweatpants,2019,23
5034,Dark Chocolate Tart,2004,96
5035,Oven-Baked Sweet Potato Fries,2008,48
5036,Self-Stirring Mug,2023,68
5037,Artisan Bread Loaf,2004,11
5038,Self-Stirring Mug,2016,51
5039,Eco-Friendly Yoga Blocks,2009,57
5040,Plaid Flannel Shirt,2006,54
5041,Dark Chocolate Tart,2017,71
5042,Low-Fat Cottage Cheese,2011,82
5043,Oven-Baked Sweet Potato Fries,2009,6
5044,Plaid Flannel Shirt,2015,67
5045,Kids' Art Supplies Kit,2024,70
5046,Peach Yogurt,2024,48
5047,Smoky BBQ Jackfruit,2018,28
5048,Gaming Headset,2024,13
5049,Self-Stirring Mug,2011,95
5050,Indian Curry Sauce,2008,9
5051,Kids' Art Supplies Kit,2014,45
5052,Wrap Front Midi Skirt,2018,51
5053,Wrap Front Midi Skirt,2020,32
5054,Electric Toothbrush,2006,36
5055,Gaming Headset,2001,7
5056,Self-Stirring Mug,2009,2
5057,Wrap Front Midi Skirt,2011,52
5058,Dog Training Whistle,2013,64
5059,Tropical Fruit Bowl,2013,43
5060,Low-Fat Cottage Cheese,2024,41
5061,Tropical Fruit Bowl,2022,8
5062,Computer Monitor Stand,2006,47
5063,Smoky BBQ Jackfruit,2002,15
5064,Tropical Fruit Bowl,2017,53
5065,Oven-Baked Sweet Potato Fries,2008,57
5066,Smoky BBQ Jackfruit,2015,90
5067,Dark Chocolate Tart,2010,47
5068,Smoky BBQ Jackfruit,2018,28
5069,Cotton Sweatpants,2025,99
5070,Plaid Flannel Shirt,2024,15
5071,Eco-Friendly Yoga Blocks,2002,79
5072,Artisan Bread Loaf,2012,75
5073,Gaming Headset,2006,78
5074,Self-Stirring Mug,2004,38
5075,Eco-Friendly Yoga Blocks,2008,20
5076,Cable Knit Cardigan,2017,16
5077,Artisan Bread Loaf,2010,58
5078,Cable Knit Cardigan,2009,55
5079,Electric Knife,2022,74
5080,Indian Curry Sauce,2005,39
5081,Eco-Friendly Yoga Blocks,2007,54
5082,Eco-Friendly Yoga Blocks,2017,29
5083,Wrap Front Midi Skirt,2016,52
5084,Cable Knit Cardigan,2015,83
5085,Kids' Art Supplies Kit,2023,52
5086,Oven-Baked Sweet Potato Fries,2001,15
5087,Oven-Baked Sweet Potato Fries,2015,6
5088,Kids' Art Supplies Kit,2010,24
5089,Oven-Baked Sweet Potato Fries,2007,78
5090,Cotton Sweatpants,2023,41
5091,Smoky BBQ Jackfruit,2014,5
5092,Self-Stirring Mug,2001,79
5093,Peach Yogurt,2014,56
5094,Tropical Fruit Bowl,2009,45
5095,Computer Monitor Stand,2007,71
5096,Gaming Headset,2024,12
5097,Peach Yogurt,2020,7
5098,Self-Stirring Mug,2023,36
5099,Electric Knife,2021,50
5100,Kids' Art Supplies Kit,2002,76
5101,LED Christmas Tree Lights,2002,70
5102,Eco-Friendly Yoga Blocks,2003,9
5103,Wrap Front Midi Skirt,2010,96
5104,Smoky BBQ Jackfruit,2006,24
5105,Wrap Front Midi Skirt,2022,86
5106,Cotton Sweatpants,2019,98
5107,Indian Curry Sauce,2022,13
5108,Wrap Front Midi Skirt,2017,63
5109,Peach Yogurt,2007,67
5110,Self-Stirring Mug,2008,13
5111,Animal Paw Print Soap Dispenser,2005,32
5112,Artisan Bread Loaf,2012,34
5113,Artisan Bread Loaf,2024,16
5114,Electric Knife,2006,58
5115,Peanut Butter Protein Balls,2012,15
5116,Gaming Headset,2011,45
5117,Wrap Front Midi Skirt,2018,78
5118,Dark Chocolate Tart,2009,49
5119,Sporty Cap,2010,96
5120,Vanilla Bean Greek Yogurt,2014,93
5121,Low-Fat Cottage Cheese,2010,89
5122,Electric Toothbrush,2001,10
5123,Artisan Bread Loaf,2023,9
5124,Dark Chocolate Tart,2006,86
5125,Indian Curry Sauce,2009,101
5126,Smoky BBQ Jackfruit,2016,73
5127,Electric Toothbrush,2015,52
5128,Dog Training Whistle,2006,63
5129,Wrap Front Midi Skirt,2013,70
5130,Sporty Cap,2008,55
5131,Artisan Bread Loaf,2008,17
5132,Kids' Art Supplies Kit,2010,8
5133,Peach Yogurt,2008,79
5134,Cable Knit Cardigan,2014,52
5135,Gaming Headset,2003,77
5136,Plaid Flannel Shirt,2003,34
5137,Eco-Friendly Yoga Blocks,2015,13
5138,Plaid Flannel Shirt,2014,25
5139,Eco-Friendly Yoga Blocks,2002,44
5140,Sporty Cap,2004,33
5141,Animal Paw Print Soap Dispenser,2009,77
5142,LED Christmas Tree Lights,2011,58
5143,Tropical Fruit Bowl,2021,72
5144,LED Christmas Tree Lights,2005,75
5145,Artisan Bread Loaf,2004,20
5146,Artisan Bread Loaf,2021,71
5147,Smoky BBQ Jackfruit,2002,5
5148,Dog Training Whistle,2014,33
5149,Electric Toothbrush,2011,67
5150,Peach Yogurt,2016,8
5151,Wrap Front Midi Skirt,2001,1
5152,Kids' Art Supplies Kit,2011,47
5153,Computer Monitor Stand,2003,98
5154,Artisan Bread Loaf,2020,26
5155,Wrap Front Midi Skirt,2008,94
5156,Dark Chocolate Tart,2007,22
5157,Self-Stirring Mug,2002,91
5158,Indian Curry Sauce,2004,50
5159,Electric Toothbrush,2011,61
5160,Eco-Friendly Yoga Blocks,2025,80
5161,LED Christmas Tree Lights,2003,65
5162,Animal Paw Print Soap Dispenser,2003,62
5163,Computer Monitor Stand,2014,4
5164,Peach Yogurt,2014,11
5165,Gaming Headset,2025,62
